x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,value,Timestamp
0,1,1,2,1,1,3,2,3,0,1,0,2,0,1,3,1,0,0,3,3,0,2,2,1,0,0,3,1,0,3,1,0,0,0,3,3,3,2,1,2,0,0,1,0,2,1,0,0,1,2,2,0,0,1,1,2,1,1,3,3,0,0,2,3,0,1,1,2,3,2,2,-46.748532200834475,5809
0,2,0,1,2,2,0,2,0,2,3,0,3,0,0,3,3,1,1,3,3,1,3,1,1,1,0,3,0,0,3,1,2,1,3,2,0,0,0,1,3,3,3,2,3,0,0,2,2,0,3,3,2,0,0,0,1,3,2,0,1,1,2,1,2,0,0,3,2,2,1,0,-46.76743152274311,5859
2,3,1,1,2,2,3,1,2,2,3,0,2,3,2,1,0,0,0,3,0,1,0,1,3,0,0,0,2,2,2,3,3,1,2,0,1,3,1,0,3,2,3,0,0,0,3,1,3,2,0,2,3,2,1,2,3,0,3,0,3,2,0,3,2,0,2,1,2,1,2,0,-48.80477472497142,5909
3,1,3,0,1,1,3,1,3,0,3,0,2,1,1,2,0,3,1,1,3,3,2,0,0,3,1,0,0,2,0,0,0,3,1,3,1,1,0,2,0,1,2,1,2,0,1,0,3,3,3,1,2,1,0,3,2,0,2,2,2,2,2,3,2,0,1,2,1,3,2,3,-46.10770114264085,5963
1,0,3,3,1,1,2,2,2,3,0,0,0,1,3,2,0,3,0,3,3,0,1,0,2,0,3,3,1,0,1,3,0,0,3,2,2,0,1,2,1,2,2,0,0,2,2,0,0,2,3,2,0,1,1,0,0,0,0,3,2,3,3,1,2,3,1,1,3,2,3,3,-47.31690465954484,6014
3,3,3,2,0,0,2,3,2,1,0,0,2,2,1,3,2,3,1,2,1,0,1,3,3,3,0,1,0,1,0,2,0,0,1,2,2,1,3,1,2,0,0,2,2,0,3,2,2,1,2,1,2,1,1,0,1,0,0,1,1,1,2,0,1,3,2,2,0,0,2,0,-46.5428822275478,6141
2,0,1,3,3,2,2,0,2,3,2,0,2,3,0,3,2,1,3,0,0,0,3,3,3,0,3,1,2,1,1,3,3,3,0,2,1,2,3,2,3,0,1,2,2,3,1,1,0,1,3,2,3,2,2,0,0,1,1,0,0,1,2,2,2,0,2,1,0,0,3,2,-48.21210987154751,6193
0,2,1,1,0,3,0,2,2,1,0,3,1,0,0,2,2,3,0,2,0,0,0,2,2,0,1,2,3,0,3,0,3,3,2,1,0,1,1,0,1,3,3,0,1,3,2,1,3,1,2,2,3,2,2,1,2,0,0,0,0,2,3,1,3,0,2,1,0,3,3,1,-46.86911168925984,6242
2,1,1,2,2,3,3,1,3,2,1,2,3,1,2,2,3,0,2,3,2,1,1,2,2,2,0,3,1,1,2,1,0,2,2,0,0,3,2,1,3,3,1,2,0,3,2,1,0,2,3,0,2,3,1,0,1,2,2,3,0,3,1,1,2,1,1,0,1,0,2,3,-59.15375958247381,6295
0,3,1,1,3,0,3,3,0,1,2,3,1,1,0,2,2,2,2,3,0,2,0,2,1,3,1,2,2,1,3,0,3,1,2,3,2,1,2,1,0,2,2,2,3,0,3,1,3,3,2,2,1,2,0,1,2,2,3,1,3,0,0,0,0,0,0,0,2,1,3,3,-46.49879183914965,6347
3,1,1,3,3,1,1,3,2,2,2,0,2,2,2,3,2,3,0,1,2,0,1,0,1,2,1,0,1,3,3,3,2,3,1,1,3,0,3,0,2,1,3,1,1,3,0,2,2,2,1,0,3,2,3,2,1,0,3,2,2,0,1,3,0,2,3,1,1,3,0,1,-45.878975822559525,6401
2,1,2,3,2,1,2,1,3,0,0,0,1,1,1,2,3,1,1,1,1,0,2,2,3,1,0,0,1,3,0,3,2,0,0,2,0,1,3,1,1,3,1,2,0,2,2,0,3,1,3,0,1,2,2,0,1,2,3,3,0,3,1,1,1,0,2,1,1,0,3,1,-46.52368928281132,6454
1,3,2,2,0,0,0,3,2,2,1,2,2,2,0,3,2,3,0,1,0,1,1,2,0,0,3,2,1,0,0,1,3,1,2,2,2,3,0,0,2,3,0,1,2,0,3,0,3,2,2,3,2,0,3,1,3,2,2,0,1,3,1,3,0,0,0,3,0,3,3,0,-47.43711908380964,6502
2,1,1,1,0,0,0,1,3,2,1,2,1,2,0,3,1,1,0,2,0,0,2,1,1,1,3,1,1,1,2,1,3,0,2,2,1,2,1,3,0,2,1,1,1,3,1,2,1,0,3,0,3,1,1,1,0,0,1,2,0,2,3,0,1,1,3,3,0,0,1,2,-46.36179750018452,6634
3,3,3,0,1,1,3,0,0,2,3,0,3,2,1,3,2,1,1,2,1,3,0,2,1,2,3,2,3,3,2,2,1,0,1,1,0,3,0,3,3,1,1,2,0,1,3,3,3,1,0,2,2,3,1,1,3,3,1,2,0,0,3,1,0,0,3,1,2,1,0,2,-47.47843420829524,6688
0,1,2,3,2,0,0,0,1,2,2,0,1,3,3,2,3,1,0,1,2,1,0,2,0,2,0,0,2,3,1,2,0,0,0,1,2,2,3,0,1,1,0,1,0,3,1,3,1,2,0,3,0,1,3,1,0,3,0,3,0,2,0,3,0,1,0,3,2,2,1,3,-43.83703726929133,6739
0,1,3,0,2,0,3,3,2,2,3,3,3,0,3,0,2,0,3,3,2,2,1,3,1,0,1,0,3,0,2,3,1,2,2,3,0,3,0,0,3,3,3,2,0,0,3,1,2,3,1,1,1,0,2,2,0,3,0,0,2,2,3,3,2,1,3,3,0,2,1,3,-46.54741062126298,6789
1,0,0,2,1,0,1,1,1,0,3,2,1,3,1,2,2,2,3,3,0,1,1,3,2,1,1,2,2,1,3,0,0,2,2,0,0,2,1,0,3,3,2,0,2,1,1,1,3,2,0,3,0,0,0,1,0,1,0,3,0,2,2,3,2,2,3,1,1,1,0,1,-46.80875244556368,6842
3,3,2,2,2,1,2,0,2,0,0,2,1,3,1,0,2,2,2,1,1,3,3,2,2,0,1,3,1,3,1,2,2,3,3,1,1,1,1,3,0,1,0,0,3,1,0,0,2,1,2,0,0,1,2,2,3,1,3,1,2,3,1,2,3,2,2,2,0,1,1,1,-59.88003185553706,6894
3,2,2,3,1,2,2,3,2,3,1,2,1,1,3,1,1,1,3,0,3,0,2,2,0,2,2,0,3,1,3,3,2,0,3,2,2,2,2,2,3,1,2,3,2,3,2,0,2,0,0,1,1,3,3,3,3,3,3,1,2,1,0,2,2,1,2,3,0,1,0,1,-48.90335920709707,6947
1,0,3,3,3,2,0,2,0,0,0,2,1,3,3,0,1,2,0,3,0,0,0,0,3,0,2,0,0,2,2,1,1,2,0,1,3,0,2,2,1,1,2,0,1,2,2,3,2,3,0,0,2,3,3,1,1,1,2,2,3,0,0,1,3,0,2,1,0,1,2,3,-48.356206129396355,6997
0,0,0,2,0,1,2,1,3,3,0,2,0,1,1,0,3,1,3,2,0,0,1,0,3,0,3,0,3,1,0,3,2,0,0,1,0,2,0,1,0,1,0,1,3,1,0,1,3,2,2,1,0,3,0,0,3,1,1,2,3,2,0,1,2,1,3,0,0,1,0,3,-46.69303565768966,7122
3,1,1,3,0,3,3,1,3,3,2,1,1,1,0,1,0,1,3,0,3,1,3,1,2,3,2,1,3,0,1,0,2,0,3,2,1,3,3,0,3,2,0,0,0,1,0,0,2,3,2,2,2,3,2,3,3,1,1,3,3,2,0,3,0,1,3,3,3,3,3,3,-47.047208843666,7176
2,1,2,3,0,1,2,3,1,2,1,2,1,0,3,2,0,3,2,1,3,2,0,3,0,2,0,2,1,0,1,2,1,1,0,3,3,1,1,0,0,2,0,0,1,3,0,0,3,3,2,0,1,1,0,2,0,0,1,3,1,1,2,0,2,0,1,1,3,3,1,1,-45.42675245407499,7230
0,2,0,2,0,1,3,3,2,2,0,2,2,0,1,3,3,1,3,1,3,1,2,3,3,2,0,3,0,1,2,2,3,1,3,0,3,1,0,1,1,1,2,3,1,2,1,0,3,0,2,2,0,0,0,2,1,2,3,1,3,3,2,3,2,3,2,3,2,0,0,2,-45.242296014570016,7280
3,2,1,1,3,0,0,0,0,1,0,1,2,2,1,3,2,1,2,0,2,3,0,2,0,1,2,1,0,0,3,1,1,2,1,2,1,0,3,2,2,0,3,3,1,1,2,2,3,0,3,2,3,2,1,0,0,3,2,0,1,2,2,2,2,2,2,1,1,2,2,1,-46.71899919379262,7331
1,3,1,0,3,3,3,2,2,0,0,1,3,0,1,1,3,1,1,3,0,0,1,2,3,3,2,3,1,3,3,3,0,0,0,2,0,1,0,2,3,0,2,3,2,1,1,2,1,2,2,2,0,1,0,2,1,2,1,2,2,1,2,0,3,2,1,3,0,2,2,0,-45.26680319685134,7381
0,0,0,3,3,1,0,1,2,2,2,1,2,3,1,2,2,1,2,2,1,2,3,3,3,3,2,1,2,3,1,2,0,3,0,1,0,2,3,3,0,3,3,3,3,0,3,3,0,1,0,3,3,2,1,2,2,0,2,0,3,0,0,2,1,3,0,2,3,2,0,2,-48.08766044794767,7430
1,2,0,3,0,0,3,2,2,3,0,2,1,0,0,3,3,0,2,0,2,3,3,2,0,2,3,2,3,3,3,2,2,2,3,3,3,2,1,1,0,3,0,2,1,1,1,2,0,1,2,1,1,3,0,0,1,1,0,0,3,0,1,1,1,3,2,0,1,1,1,0,-46.74650042878726,7481
1,2,0,0,1,3,1,3,1,1,2,0,0,2,0,3,2,2,0,3,3,1,0,0,1,2,1,0,0,1,0,3,0,3,3,2,1,2,2,3,0,3,1,3,0,0,1,2,1,3,1,0,1,1,2,0,0,1,3,1,0,2,0,0,3,1,1,2,0,3,1,2,-47.27349528418287,7611
1,1,1,3,2,0,1,3,2,1,0,3,3,3,3,2,2,0,2,3,1,0,0,0,2,2,2,0,2,0,1,3,3,3,1,1,1,3,1,1,1,3,1,2,1,1,2,1,0,1,2,0,3,2,3,3,1,3,2,1,0,0,1,1,2,3,0,0,2,0,3,0,-48.14313986535299,7663
1,0,1,2,0,2,0,3,0,1,0,0,2,2,2,2,1,1,2,0,2,1,0,2,1,2,1,0,1,0,3,1,0,0,1,0,1,1,2,2,0,1,0,0,1,0,3,3,3,0,2,1,1,0,3,1,2,3,3,3,3,3,3,1,3,1,2,2,3,1,2,1,-46.63500305236509,7715
1,3,3,3,1,2,2,3,2,1,2,0,3,1,1,0,2,3,1,2,1,2,1,3,2,0,3,0,1,1,3,0,1,1,3,2,2,3,2,3,2,0,2,3,0,0,0,3,2,0,2,0,0,3,3,1,3,3,2,3,3,2,3,2,1,2,2,3,0,0,3,3,-45.009251914830216,7769
1,3,2,3,2,3,3,1,0,1,3,1,0,3,3,0,3,2,3,0,2,0,1,0,0,0,3,1,0,2,1,0,3,1,2,3,0,2,1,0,1,0,1,0,2,0,3,3,1,3,3,2,2,3,3,3,3,3,0,1,0,0,3,3,0,0,0,1,2,2,0,1,-47.0519032115462,7823
0,1,2,3,1,3,1,2,0,1,2,3,1,0,2,0,1,2,1,0,2,2,2,0,2,0,3,3,2,3,3,2,0,0,1,1,2,3,2,3,1,1,3,3,1,1,2,2,0,0,0,3,0,1,2,0,0,0,1,2,3,3,2,3,2,1,3,2,1,2,2,0,-48.04440161288525,7872
3,3,0,2,3,1,1,2,0,0,0,3,3,0,1,1,3,0,1,0,3,2,3,3,1,1,1,2,3,2,2,2,0,2,1,2,0,3,2,1,3,1,2,3,0,0,3,3,0,3,2,2,3,0,2,1,2,1,2,1,3,1,2,2,0,0,3,2,1,3,2,3,-48.59496396872603,7922
3,3,2,3,1,0,1,2,3,1,0,3,2,3,3,2,2,0,3,1,3,2,2,1,1,2,3,1,3,0,0,0,3,2,1,2,0,2,0,1,1,2,0,3,1,2,3,0,0,0,0,3,0,3,1,3,1,2,1,1,0,0,2,1,1,3,1,0,2,3,1,2,-44.69716170322842,7973
2,2,3,2,3,2,3,1,0,2,1,2,0,3,2,0,1,1,0,2,2,0,0,2,3,2,3,1,2,1,0,0,2,1,0,1,2,0,0,0,3,1,0,3,2,0,0,2,1,0,2,2,0,2,2,1,2,2,3,0,0,2,2,2,2,0,3,3,1,0,0,1,-47.90494251308445,8024
3,2,3,1,2,1,0,3,2,2,3,1,0,0,3,1,1,1,1,3,1,0,2,3,3,0,1,3,0,0,3,1,3,1,0,2,2,1,0,0,0,0,0,1,1,2,0,0,3,3,1,1,2,3,2,3,1,3,3,1,3,1,3,0,0,3,0,3,2,0,0,3,-46.86222163395845,8149
0,2,1,3,0,3,2,3,3,3,1,0,0,3,1,3,1,1,1,2,3,2,1,0,1,1,2,3,2,0,1,2,0,1,0,0,2,1,2,0,0,3,1,0,0,2,3,2,0,0,2,1,3,3,3,1,3,3,1,3,1,1,3,1,0,1,0,3,0,3,0,3,-46.78290869764175,8200
1,1,1,0,0,1,2,1,2,3,2,2,1,1,2,3,3,3,3,1,2,3,3,3,3,0,1,3,0,0,2,0,2,0,1,3,2,1,0,1,1,3,0,1,3,3,0,1,1,0,3,2,3,2,1,3,1,0,3,1,3,1,0,1,2,3,2,3,0,2,2,3,-45.39712024903664,8252
1,2,0,0,2,0,2,3,2,2,0,3,0,0,2,0,0,1,3,2,2,0,1,2,0,1,2,1,3,3,1,3,1,2,0,3,3,0,2,3,2,2,2,0,0,1,1,1,1,3,0,0,2,3,0,1,0,0,0,1,1,1,1,1,1,3,0,3,1,3,3,0,-46.98990139092379,8302
3,3,0,1,1,1,0,0,1,1,0,1,0,2,1,3,1,2,1,1,0,0,2,2,1,0,0,1,1,3,2,3,1,2,0,0,2,3,3,1,2,1,2,3,1,3,0,1,3,2,1,1,3,1,3,3,2,1,2,3,0,2,3,0,3,3,0,2,2,1,0,0,-47.02091775651217,8353
1,1,1,3,3,2,0,2,0,2,0,3,1,3,3,0,2,0,1,2,2,0,3,3,2,0,1,3,0,1,1,3,0,2,0,3,2,3,0,2,0,3,0,1,3,0,3,3,1,3,0,3,3,0,1,1,3,0,2,3,1,0,1,3,2,2,2,1,3,1,0,3,-48.58433512498792,8404
3,1,0,0,0,3,2,0,0,3,0,3,3,2,0,3,2,0,2,0,3,1,3,3,0,0,3,1,1,0,3,2,0,1,2,2,2,0,3,3,3,2,1,2,2,3,3,2,1,0,1,2,3,2,2,3,2,1,2,2,2,3,1,0,1,0,2,2,2,1,0,1,-48.2029045887614,8456
1,0,3,2,0,1,3,0,2,2,2,0,1,1,0,0,0,2,0,2,0,0,2,0,1,3,2,3,1,1,0,1,0,0,0,3,0,3,1,1,3,0,2,1,0,3,3,3,3,3,0,2,0,0,1,0,0,1,2,2,1,2,2,1,1,2,0,0,3,1,1,1,-45.40573399739268,8509
1,3,1,2,1,1,3,1,0,1,2,2,3,0,0,0,0,2,2,0,0,1,1,0,1,2,3,3,1,3,3,3,0,3,0,3,3,0,2,0,1,2,1,0,0,1,2,2,2,3,3,3,2,3,1,1,0,0,1,2,2,0,3,3,3,0,0,3,2,0,1,3,-46.748532200834475,8640
2,2,1,3,2,3,2,1,1,2,1,1,0,2,3,2,0,3,0,3,0,3,0,2,3,3,3,1,2,2,0,0,2,0,1,2,0,3,0,1,1,0,1,1,3,3,1,0,3,0,2,1,3,1,1,0,0,3,2,2,1,0,1,0,3,2,0,0,0,1,0,0,-46.60405654344334,8696
0,1,2,2,1,3,3,3,3,1,1,3,2,3,2,1,3,1,2,2,1,3,1,1,1,3,2,3,3,3,2,2,2,1,0,0,3,2,3,0,1,3,3,3,0,2,3,3,3,2,3,3,3,1,0,0,3,3,1,3,3,0,0,2,3,3,0,0,0,1,0,2,-47.049695163383994,8753
0,2,0,2,0,0,2,3,0,2,3,0,1,3,2,1,0,0,2,2,0,2,0,3,0,0,2,1,0,2,0,2,0,1,3,0,1,3,0,0,0,3,0,1,1,1,3,2,3,0,2,1,1,2,1,2,3,1,2,1,2,1,1,3,2,1,0,3,1,1,1,1,-43.122372917554266,8812
3,2,2,1,1,2,2,0,3,3,0,2,2,3,2,1,1,0,0,1,2,3,3,0,3,1,2,3,1,0,0,3,2,3,1,1,3,1,0,1,1,0,0,0,2,0,1,3,3,2,0,2,3,0,2,0,2,0,2,3,0,0,3,2,1,0,0,3,1,1,2,2,-48.54117774519442,8866
2,3,2,3,1,1,2,2,0,3,3,0,3,3,3,3,2,3,0,2,1,0,3,1,0,1,1,2,1,1,3,2,3,1,0,2,2,1,2,2,0,2,3,2,2,0,3,0,0,1,3,3,3,2,0,3,3,1,0,0,3,2,2,0,0,1,1,2,1,0,0,2,-36.83366061345567,8918
2,3,1,2,2,1,2,0,2,3,0,1,3,1,1,2,1,1,0,3,1,2,2,0,2,1,3,2,3,0,3,3,3,0,0,1,1,0,2,2,2,3,0,0,2,2,2,0,1,1,3,0,0,0,1,0,3,2,3,2,2,1,0,2,0,0,3,3,2,1,1,2,-46.750872252807966,8969
1,1,0,0,0,2,3,3,0,2,1,2,0,3,3,0,1,3,1,0,0,0,0,3,3,2,2,2,0,2,1,1,2,3,3,1,2,1,2,2,0,1,3,2,1,1,3,0,1,2,3,2,1,2,1,2,1,1,3,3,0,3,1,0,0,3,1,1,1,3,0,2,-46.11116710220168,9021
2,0,1,1,3,2,1,1,0,1,0,3,3,1,2,3,1,0,3,3,1,1,0,2,1,2,3,0,2,3,1,3,2,3,3,1,1,0,1,0,2,2,1,1,2,1,2,0,1,3,1,1,3,2,2,0,1,0,3,0,3,1,0,1,0,1,1,2,3,2,3,0,-46.675522480773694,9151
0,1,3,3,1,2,1,2,0,0,2,3,3,1,1,0,2,0,1,1,3,2,3,0,1,3,3,2,2,0,1,3,1,2,1,2,0,0,1,1,2,1,3,2,0,3,0,2,1,3,2,2,1,2,0,1,3,0,3,1,0,3,2,2,1,3,2,2,3,0,3,3,-47.284697421942504,9205
0,0,0,3,0,2,3,2,2,0,0,0,3,0,3,2,3,3,1,1,2,0,2,0,2,1,2,1,3,0,1,3,1,3,0,2,1,3,2,0,2,3,3,0,2,0,0,3,2,3,3,0,2,1,1,0,1,2,2,3,3,2,3,2,3,3,2,3,1,0,1,3,-60.13541351869203,9258
2,2,0,3,2,3,1,0,2,1,0,2,1,2,1,2,3,0,2,1,0,2,0,0,1,2,3,3,1,1,0,1,0,3,2,0,1,0,1,3,1,3,3,1,2,3,0,0,1,2,3,0,3,3,2,3,3,1,3,0,0,0,3,0,1,2,1,3,3,2,0,0,-46.751587825286165,9312
0,0,0,3,3,0,1,3,1,2,2,0,2,1,0,2,3,3,0,3,1,3,3,3,0,1,2,0,0,2,1,1,3,2,1,2,2,2,0,0,1,2,3,2,0,0,0,1,3,0,2,3,0,0,1,2,2,2,3,0,0,1,3,3,0,3,0,2,1,0,3,0,-45.13014632931141,9365
1,0,3,0,1,1,3,0,3,3,1,2,3,2,0,3,1,2,1,2,3,1,1,3,1,0,0,2,3,2,2,1,1,2,1,1,2,1,0,3,1,3,0,2,0,2,2,0,2,0,1,2,2,2,2,2,2,0,3,1,3,3,1,3,3,1,2,0,0,2,1,0,-45.68235781193599,9417
0,2,0,3,1,1,2,1,1,3,0,2,3,0,1,1,1,2,3,3,3,3,0,1,2,2,2,2,0,3,1,0,0,3,1,2,1,3,3,1,2,1,2,1,3,1,0,3,1,3,2,0,1,3,1,2,3,1,1,0,1,3,2,3,0,2,2,2,2,1,3,3,-47.80724626798517,9472
0,1,3,3,2,2,0,3,3,2,0,2,0,2,2,1,3,0,2,1,0,0,0,1,3,1,0,3,0,0,1,3,0,1,1,0,1,2,0,3,2,3,2,2,0,3,1,3,3,0,0,3,2,0,0,3,0,0,0,0,3,1,0,3,3,2,2,0,0,3,1,1,-46.78071728153804,9522
3,0,0,3,2,3,1,1,1,3,3,0,1,0,2,1,1,2,3,1,1,2,2,0,3,2,0,1,3,2,2,3,1,1,2,2,3,3,2,3,0,1,0,0,0,0,3,0,2,1,3,1,0,3,2,1,0,2,0,2,2,3,1,2,1,0,0,1,1,0,1,3,-46.51869175599504,9575
0,1,3,2,0,0,0,0,2,1,1,2,3,1,1,0,3,0,1,1,1,1,1,1,2,2,0,0,3,2,0,0,2,2,3,0,2,1,1,3,3,2,1,1,1,1,1,0,0,3,0,2,1,3,3,0,1,0,0,1,2,2,0,1,0,2,1,1,0,3,3,3,-36.22955714092365,9715
2,1,3,2,3,2,2,1,2,0,3,3,2,3,0,1,2,0,1,0,1,2,3,3,2,2,0,1,1,1,3,1,2,2,2,2,2,2,2,3,2,0,1,1,3,0,2,0,2,0,3,0,0,0,1,3,2,3,3,0,0,0,1,0,1,1,1,1,1,0,1,1,-33.64133576912451,9770
3,0,2,0,2,2,1,1,3,0,2,0,3,1,0,2,2,1,0,3,1,3,3,3,2,3,1,3,3,3,0,3,1,2,1,1,3,0,3,2,3,1,2,2,2,1,3,3,0,1,3,3,2,3,3,1,2,3,3,3,3,3,3,3,1,0,1,3,0,2,2,0,-46.61930750999655,9826
2,3,1,2,0,3,0,3,0,2,1,0,0,1,1,1,0,3,1,1,3,1,0,3,0,3,3,0,2,1,2,2,3,0,2,3,1,3,3,0,1,1,2,0,0,0,0,0,0,1,1,1,2,2,2,2,3,2,1,0,0,1,3,3,1,2,1,3,1,2,3,1,-34.562428412613414,9881
0,0,2,3,0,3,2,1,1,0,2,1,3,3,3,3,3,1,3,3,2,1,2,0,2,1,3,0,0,1,2,0,0,3,1,2,2,0,2,2,3,3,2,0,2,3,3,3,1,3,2,2,3,0,2,1,1,2,1,0,0,0,2,2,3,1,3,1,3,3,0,0,-47.04525819382751,9931
3,2,1,1,0,1,2,2,3,0,0,2,3,1,1,1,1,2,2,3,1,3,3,2,1,1,2,0,2,0,1,3,0,2,0,0,3,0,3,3,0,1,1,3,0,2,3,1,2,2,2,0,2,1,3,1,2,0,1,2,0,1,2,3,0,0,0,0,1,0,1,0,-45.955730797316,9986
2,3,3,0,2,2,2,0,2,1,3,1,0,2,3,0,3,2,2,3,3,3,0,2,1,2,2,2,1,3,3,2,3,0,3,2,3,0,2,0,3,0,1,3,3,3,1,1,0,1,0,0,0,1,1,1,2,1,1,2,1,3,2,2,1,0,2,1,2,3,0,3,-46.74769609591978,10040
3,1,1,3,0,1,2,2,2,3,2,0,3,1,0,0,2,3,1,2,1,3,2,0,3,0,3,3,0,2,3,2,0,0,0,0,2,1,0,3,3,0,3,0,0,3,0,0,3,2,3,1,2,2,2,2,1,1,0,0,3,2,1,2,2,3,0,0,2,3,3,1,-48.12879649646556,10091
1,3,3,2,3,0,1,3,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,2,0,3,0,0,2,2,0,2,0,2,0,1,0,0,2,1,0,2,1,3,1,2,3,3,1,3,2,1,3,2,3,0,1,2,0,2,2,2,2,1,2,1,1,3,0,1,0,-46.50357598763894,10231
0,0,1,0,2,0,1,2,3,0,2,3,0,2,0,2,2,1,3,3,3,0,0,3,1,1,3,1,1,2,0,1,3,0,1,3,3,1,3,3,2,2,0,0,3,2,0,1,0,0,2,0,3,0,2,3,0,0,3,1,2,1,1,0,2,1,0,2,1,3,1,3,-45.23442269875806,10284
2,2,0,2,3,0,1,1,2,3,0,3,2,0,1,2,2,1,1,0,1,3,0,0,2,1,3,2,1,2,3,3,3,1,0,0,2,3,2,0,1,2,1,1,0,1,2,3,1,0,3,2,1,0,2,1,3,1,2,0,3,2,2,0,3,1,0,3,3,0,1,1,-46.70489944348496,10341
0,0,3,2,0,3,0,3,0,1,3,0,3,1,2,3,3,1,1,3,2,3,1,1,2,2,2,0,1,2,0,3,0,2,2,2,2,3,2,3,1,0,2,2,2,3,0,3,2,0,3,2,0,2,1,3,3,1,1,2,0,2,1,1,1,3,1,2,1,0,2,0,-62.21645505035335,10393
0,0,0,3,2,2,0,3,2,2,1,2,2,0,3,1,1,2,1,0,1,1,3,3,3,1,2,2,3,3,2,1,0,3,1,1,1,2,0,1,3,0,2,0,1,2,0,0,2,1,1,2,0,0,1,0,2,0,3,0,1,1,2,2,0,3,2,0,1,0,1,2,-48.24245860350754,10446
0,1,2,2,2,2,1,1,3,0,0,2,3,1,2,1,3,2,3,1,2,0,1,1,0,0,3,1,0,2,3,2,3,3,0,1,0,1,3,0,3,2,0,2,1,0,0,0,1,1,3,2,0,0,2,2,1,1,1,2,1,2,2,2,0,1,0,0,2,3,3,0,-45.97781463353161,10499
2,2,2,2,3,0,3,0,0,0,1,3,3,1,0,0,2,3,2,0,3,1,3,0,3,0,3,0,2,1,3,1,1,3,1,1,2,3,0,3,1,0,1,0,2,0,2,2,1,2,0,0,1,1,2,1,3,1,2,1,1,3,0,3,2,0,0,0,2,1,2,1,-46.283103188257755,10550
3,1,3,3,0,0,2,0,0,3,2,2,3,1,0,0,0,0,0,1,3,0,0,0,2,3,3,1,1,0,3,2,0,3,0,1,2,0,1,3,3,2,3,1,3,0,3,0,3,2,2,1,0,3,0,3,2,2,3,1,2,1,2,2,1,1,1,0,0,0,0,3,-47.46623409295874,10599
1,3,3,2,1,3,0,2,1,1,2,0,3,0,2,2,0,0,1,2,0,2,3,1,3,2,0,1,2,1,1,1,3,2,1,2,2,1,2,0,2,0,0,1,2,1,2,1,1,0,2,2,2,1,0,3,0,2,3,2,2,0,1,2,3,2,3,2,3,0,2,0,-59.12773598188499,10649
2,1,1,3,2,0,1,3,1,0,1,2,2,1,2,2,3,0,2,3,1,3,1,1,1,1,2,2,0,1,2,3,3,0,1,2,2,3,2,1,1,3,2,2,2,2,2,1,1,2,3,3,1,2,2,2,1,0,2,3,0,0,2,3,3,3,0,3,1,1,1,1,-47.271790647422556,10781
3,0,2,0,0,2,0,2,2,2,0,1,3,2,3,1,1,2,2,1,2,0,3,0,2,2,3,2,0,1,3,3,2,2,1,2,0,0,2,0,3,0,1,1,0,0,1,2,2,2,2,2,0,1,1,2,1,3,0,2,0,3,1,0,3,0,3,3,2,3,2,3,-46.913000410884145,10833
0,0,3,1,2,1,2,2,1,3,3,1,2,1,1,1,3,2,0,0,0,1,3,1,3,1,1,0,0,2,1,2,3,3,3,1,3,2,3,2,3,0,2,0,0,0,2,1,2,2,1,0,3,1,3,1,0,2,3,1,3,1,2,1,3,2,0,0,2,2,1,2,-45.69254775494603,10886
3,1,2,1,3,3,3,1,3,3,1,2,1,2,2,0,2,0,2,0,1,3,0,1,3,1,3,0,1,1,1,0,1,3,0,0,2,0,3,0,2,0,3,0,0,2,2,3,3,2,3,1,3,0,0,2,1,0,2,1,0,1,2,1,2,3,1,1,2,1,2,2,-58.534928108762394,10934
3,0,2,2,3,3,3,1,3,3,3,0,0,1,3,1,3,3,3,1,3,3,1,2,0,2,2,0,1,2,3,2,1,1,3,2,1,3,2,0,2,1,1,1,1,2,3,1,3,2,1,3,3,3,0,1,3,0,2,1,3,0,2,3,3,1,0,0,3,2,0,2,-48.17044122006482,10988
1,2,0,1,3,0,0,1,3,0,1,1,3,2,2,1,3,1,3,1,2,2,3,1,3,3,2,1,3,2,1,2,3,3,3,0,2,3,0,0,2,3,1,0,2,2,2,1,3,2,1,3,2,1,0,3,3,0,1,3,2,2,3,1,0,2,1,1,0,2,0,1,-49.25563108744945,11037
1,0,0,2,2,3,3,3,0,3,3,1,3,3,2,1,3,2,1,2,1,3,3,0,2,2,0,1,0,2,0,3,2,0,3,2,2,1,3,1,2,0,3,0,1,0,1,2,2,0,0,2,3,1,0,0,2,3,3,0,2,0,1,2,0,2,3,2,3,3,3,0,-48.20262630076839,11085
1,1,0,0,1,0,1,1,3,3,2,1,3,2,2,3,1,2,2,2,1,1,3,2,3,0,0,0,1,1,3,0,1,0,2,3,3,2,3,2,3,2,2,2,3,2,2,2,1,0,2,2,1,3,1,2,3,2,2,3,2,3,1,0,0,3,3,2,1,0,0,3,-46.73982890289331,11141
